"","Country","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Iceland","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ireland","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4489518,1.4183919,1.3303867,1.3201421,1.29022,1.2428171,1.3032079,1.3269081,1.2343605,1.1871268,1.1328513,1.0992804,1.1586093,1.2439451,1.328811,1.3126949,1.4069324,1.625959,1.6151625,1.5251774,1.4830835,1.5822006,1.665267,1.5806066,1.5912369,1.4926312,1.4124394,1.4160442,1.4232053,1.2823002,1.1994342,1.1054761,1.2035033,1.2539353,1.2041185,1.1392251,1.1087326,1.0143594,0.9899272,0.9240661,0.8238695,0.7506765,0.6956977,0.7035172,0.6340137,0.5875409,0.5683223,0.5409932,0.5129363,0.5084126,0.575953,0.6002271,0.573793,0.5471748,0.5144945,0.5014022,0.4606757,0.3420159,0.3344418,0.3041411,0.2868624,0.2791453,0.2874877,0.2647912
"Italy","Italy",NA,NA,3.7770899,3.9941207,3.3275571,3.5321933,3.251679,3.1661962,3.0858738,3.0421335,2.9538941,2.713826,2.5738691,2.6338384,2.753438,2.7273559,2.7475802,2.98872,2.7677469,2.6489616,2.4224008,2.0582101,2.2389709,2.391176,2.1958174,2.0706268,1.9752322,1.8281437,1.8908085,1.8797551,1.8739595,1.7636432,1.8211125,2.0053729,2.0165014,2.0086078,1.9363689,1.9771426,2.0603536,2.0728575,2.0264273,1.8807984,1.8588527,1.751977,1.786768,1.7137428,1.4678431,1.5884923,1.6266928,1.6445089,1.6832998,1.7410595,1.6793647,1.7061872,1.7089955,1.6826733,1.6051704,1.5254829,1.4470525,1.535675,1.5542107,1.5004946,1.4759566,1.426925,1.3990204,1.2829697,1.2082283,1.3348353,1.3573706,1.3592909,1.3127617,1.5344124,1.5227301
"Luxembourg","Luxembourg",NA,1.2083338,1.4078874,2.1430807,2.6071885,2.9437696,2.9163725,1.7124275,1.7591927,1.7396079,1.5874059,0.9069529,1.0001521,1.1624637,1.067221,1.245854,1.2203151,1.211879,0.9960859,0.8250228,0.7375808,0.6819932,0.7126468,0.7380459,0.7069352,0.6850001,0.8697189,0.8909969,0.9065049,0.9291908,0.9186959,1.0418442,1.09342,1.077152,1.0882413,1.0421696,0.8675544,0.8330868,0.9159159,0.9514945,0.7884583,0.7883447,0.8113852,0.8271984,0.7071544,0.7415614,0.5953269,0.587036,0.61389,0.6399205,0.5714019,0.5441185,0.6802871,0.5868255,0.6071799,0.6112355,0.5896432,0.5264348,0.5585019,0.3926962,0.3802921,0.5057264,0.4156523,0.3868907,0.3989835,0.408606,0.451585,0.4090977,0.5249035,0.529797,0.5744917,0.6273384,0.6268808
"Malta","Malta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.276251,1.2691838,1.4562578,1.2210667,1.1081848,0.914918,0.8711199,0.9731834,1.001961,1.0240591,0.8423582,0.8748124,0.8246912,0.7314719,0.6836547,0.6255173,0.6669174,0.6358461,0.6301229,0.67053,0.821185,0.6550958,0.6176907,0.6163692,0.679751,0.6505909,0.5806402,0.5275879,0.5099476,0.4867616,0.4672037,0.5106577,0.4787112,0.4364802,0.5103716,0.4568543,0.51366
"Netherlands","Netherlands",NA,NA,NA,NA,NA,NA,NA,5.793747,5.3168383,4.7181953,4.0238283,3.7039018,4.0872839,4.1227753,4.0108345,3.9326527,3.5712903,3.3702843,3.5233358,3.2563349,3.2289286,2.8662356,2.8388295,2.81854,2.7029972,2.6534717,2.8438601,2.6889094,2.9544575,2.7470705,2.8402328,2.7842986,2.8631194,3.1414706,2.8485847,2.8617244,2.7682181,2.7251198,2.7134672,2.6109095,2.5174039,2.3690199,2.2485315,2.2130026,2.0278294,1.913061,1.7942405,1.7566077,1.6592732,1.5806481,1.5898254,1.4340043,1.4379069,1.426556,1.4438096,1.4268278,1.3964853,1.3933891,1.3547168,1.3053192,1.3976333,1.3254337,1.2883653,1.2354089,1.1661516,1.1596879,1.1327115,1.1636269,1.1568037,1.2166742,1.3229299,1.4806517,1.4224507
"Norway","Norway",2.7092334,2.3684734,3.0482281,4.0082964,5.077809,5.0046055,3.9253645,3.5212293,3.58657,3.5060088,3.5758124,3.2004356,3.0042044,3.2415179,3.2084273,3.119164,3.3979365,3.5679598,3.5125628,3.6078431,3.6042525,3.4728395,3.3915044,3.291466,3.1336051,3.0355353,3.2084303,3.1240298,3.0981768,2.8413189,2.7665459,2.6190189,2.6239722,2.7445921,2.7949715,2.5444344,2.7960002,2.808417,2.9783244,2.8930899,2.9101571,2.8862269,2.7474872,2.9647003,2.6873498,2.7331371,2.307491,2.163075,2.0160796,2.1567377,2.0391056,1.7058319,1.7045415,2.0805919,1.9748545,1.8487851,1.5814676,1.4502438,1.4653815,1.3782416,1.604295,1.5156982,1.4514358,1.4021342,1.4139965,1.4720388,1.5072796,1.6266815,1.7194972,1.7262444,1.8584342,2.0060349,1.8413552
"Portugal","Portugal",NA,3.1019351,NA,NA,3.2934845,3.4103246,3.4469044,3.2840755,3.2651744,3.2311535,3.4388992,3.3840578,5.1475843,5.5966943,5.2380062,5.444185,5.0497457,5.1017612,5.910669,5.962344,5.4806244,5.4791203,5.7358507,5.3773783,4.607417,5.7497727,4.0983466,3.1227741,2.7412398,2.7725903,2.6861716,2.6836611,2.6518142,2.6947953,2.5281437,2.4646469,2.4411037,2.5368151,2.4619704,2.4965626,2.4993118,2.4375083,2.4231105,2.3903902,2.3655798,2.2261558,2.2602882,2.1207957,2.0407027,1.8837333,1.8880106,1.862356,1.9127199,1.9385631,1.8852165,1.965918,2.0473039,1.94997,1.8180552,1.8365587,2.0307989,1.9802166,2.00265,1.9121371,2.0896306,1.7905113,1.7879744,2.0040237,1.6718789,1.7647077,1.7814609,1.8866739,2.0727574
"Spain","Spain",NA,NA,NA,NA,NA,2.2908677,2.3107,2.2600943,2.2346428,1.9334355,1.9054529,2.250747,2.0312448,2.2677459,1.9696329,1.9305586,1.8848668,2.0796194,1.8519569,2.2976725,2.4341675,2.2866162,2.1079717,2.3177821,2.1107417,2.2075639,2.0042622,2.3210469,2.3142327,2.3579573,2.4970649,2.4898958,2.5821087,2.6603067,2.9362729,2.9660055,2.9547217,2.6250367,2.6147007,2.4893752,2.3596751,2.2933052,2.1291922,2.0428037,2.0118717,2.0013374,1.9170224,1.814439,1.7228157,1.7573199,1.7552346,1.725518,1.629584,1.4559737,1.4225444,1.4302212,1.3871778,1.3700075,1.3631063,1.3676205,1.3583538,1.3873781,1.3318766,1.4236373,1.2727707,1.2544591,1.2708238,1.137728,1.2306908,1.2549592,1.2338322,1.3630667,1.3707815
"Sweden","Sweden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7769709,3.7206133,3.8634443,3.9672772,3.8661977,3.9126307,3.8580133,3.6114518,3.4765469,3.4592807,3.3586683,3.4100368,3.4079643,3.2785873,3.215397,3.0816031,3.0031129,3.1010821,3.1477755,3.1233574,2.9234516,2.9482371,2.8537548,2.7378226,2.6719613,2.6730084,2.5865683,2.4827961,2.445516,2.4327501,2.4622209,2.3198846,2.3387909,2.2637108,2.1314662,1.753405,1.4846029,1.9089759,1.8726238,1.8659494,1.8230674,1.7772983,1.6411545,1.59679,1.4412834,1.4158884,1.3272074,1.2999815,1.1637472,1.1598043,1.1871285,1.1016912,1.1301103,1.1125205,1.1264473,1.0665021,1.0530164,1.0231792,1.0322461,1.0934092,1.1587757,1.2768498
"Switzerland","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,2.8314318,2.9884339,2.7108168,2.3414504,2.4690771,2.5675676,2.5163367,2.5358557,2.4679593,2.5307934,2.3823738,2.1765176,2.1979237,2.1033475,2.0525268,1.9681261,1.8614486,1.8759745,1.9007527,2.162581,2.0220866,1.9673644,2.0397994,1.6786065,1.6628022,1.7281945,1.7488056,1.7012483,1.8249719,1.661022,1.5618661,1.5648053,1.5241654,1.5721472,1.5378249,1.5237093,1.3669643,1.3322841,1.3558109,1.2843358,1.2209463,1.18432,1.0854016,1.0292809,0.9918804,0.9563888,0.9266312,0.8889243,0.8526233,0.7725495,0.7344364,0.7186377,0.7265665,0.6820003,0.6888643,0.6635022,0.7061241,0.6281043,0.6438909,0.657387,0.6569178,0.6440265,0.6864297,0.8495532,0.7116428
"United Kingdom","United Kingdom",NA,7.2084326,8.2951963,10.3739488,10.9604551,10.0568215,9.0851324,8.5625479,7.9866221,7.6245302,7.2906025,7.0924864,6.9213875,6.944166,6.8007434,6.596056,6.4369786,6.2490368,6.2357037,5.9411052,5.5021956,5.1974132,5.0763306,5.1710478,4.9061611,5.0694271,5.3396034,5.1755033,4.9232776,4.7330431,4.6797576,5.0199035,4.9837634,5.3813265,5.3968856,5.5080795,5.3207046,5.0598237,4.6866684,4.2142876,4.0409543,3.9832177,4.1168024,3.8647178,3.5906495,3.3819337,2.8541995,2.7245923,2.5601488,2.4959623,2.4229096,2.3727966,2.4111221,2.4856597,2.552062,2.4978214,2.4342032,2.3634402,2.3644431,2.480904,2.6388178,2.5682959,2.488683,2.4070863,2.2772433,2.1685946,2.0290448,1.959895,1.9199804,1.9195492,1.9764796,2.2407982,2.2232283
"Bahrain","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5261799,1.7522872,2.0779221,4.9581313,5.8927519,5.6988913,6.9025816,8.5351619,4.790336,4.1793057,4.5881582,5.8377625,5.2532539,5.6030458,5.6446617,5.2847915,5.7037506,5.878072,5.3698552,5.1113022,5.1832318,5.2739398,5.0684874,5.333104,5.5036215,3.961671,4.1480816,4.6111066,4.6588328,4.0449288,3.2143811,3.1029477,2.9569902,2.8001614,3.6105352,3.2777559,3.5914972,3.8445737,4.1414518,4.4185895,4.6328774,4.6714409,4.3387753,4.0742948,4.0550544,4.0743974,3.5582597
"Egypt","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6754792,8.6646884,10.3283898,10.1174345,8.7182688,8.9076985,11.1330438,14.3360534,15.9878829,17.1870122,13.5645303,13.5135135,17.2742435,15.4318461,13.7268961,13.1120585,9.9407135,6.4689379,6.1603103,7.4169096,7.1889606,7.9586739,8.2652321,7.8569331,7.4981306,6.5287428,5.0608766,3.968099,3.4676995,3.6117447,3.2155006,3.097737,3.1539347,3.0820362,2.9748119,2.8414852,2.6593833,2.5697675,2.5512651,2.9855686,3.2784548,3.1772853,2.8775312,2.7142204,2.6062186,2.3796347,2.1807855,2.032645,1.952967,1.8370256,1.6481758,1.610057,1.6896948,1.7231474,1.6666052,1.4220317,1.2499662,1.1809718,1.2241724,1.3008191
"Iran","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2949088,2.3466422,2.3074109,2.590357,2.8818267,3.2495249,3.8189954,4.4579918,5.1763636,5.9690542,5.8569033,3.0470125,2.2753703,1.8647054,8.7503502,12.0691929,11.2479723,10.1898301,11.1132051,5.797247,5.3431502,8.1903808,7.9068906,7.0970807,6.3548538,6.5124184,6.079336,5.8891078,6.2697776,4.5579805,2.9426501,2.169708,1.7893054,1.7003612,2.07301,2.1541659,2.2448645,2.4988747,2.6290792,2.4045517,2.2950422,2.4181793,2.1745764,2.4050403,2.8345578,3.0366545,3.3151938,2.6539828,2.6833419,3.0477055,2.7865481,2.3816345,2.7570358,2.2445348,2.2810787,2.7603117,2.9727933,3.1051842,2.4562505,2.1005671,2.1617922,2.2991602
"Iraq","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,6.5426937,6.0753532,6.7127979,7.0506319,6.8513989,6.9108166,8.2508846,7.9565139,8.8732666,8.5205584,8.4270624,9.220854,11.3800847,11.1682261,10.516111,10.6410924,12.258362,12.4948194,11.6746221,11.1631002,9.8128134,8.1177594,6.1487679,5.5115247,10.8295344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6755894,2.2425803,1.8975717,2.239928,2.3677598,2.8991401,2.7093523,2.3034402,1.8995684,3.315831,2.950614,5.410251,3.5033778,3.862032,2.8515995,3.3821959,3.2651443,2.2829567
"Israel","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4602483,7.8650163,9.160792,9.7535741,8.984627,8.5691538,9.4346734,15.4425145,17.4280147,19.089317,23.4470563,22.7998035,20.3710188,27.8560927,27.6552864,30.4638028,29.2455931,23.0872133,22.891135,19.3846932,18.9193366,20.2622686,18.3882101,15.5468887,16.1822289,16.6006435,14.7677129,16.9001449,15.9470946,12.4457327,12.3626862,15.5869829,10.9250775,11.523244,10.1199658,7.9187439,7.7296542,7.4792679,6.9802167,6.5301233,6.297165,6.5080631,6.5940133,6.486406,6.3580351,6.2649127,6.0495645,6.3678656,6.3918011,6.1481119,5.936345,5.7696198,5.6419727,5.5522302,5.7298954,5.4891189,5.4670311,5.475427,5.3259558,5.1104418,5.3552631,5.1716243
"Jordan","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.540107,20.3967447,16.5070774,18.1455004,17.1185128,14.842176,13.4099045,19.4942611,23.4924623,24.0638186,NA,18.5080264,17.152962,18.3551847,18.6651584,17.5099867,15.2466368,17.2410146,12.5292954,11.7174928,12.2138026,10.6458786,10.0089736,9.9396951,9.8508382,9.2163003,10.0481091,9.7745603,9.5775806,9.3636147,9.070781,7.7510676,9.9730896,6.9242487,6.9771094,6.539457,4.4542485,6.0269175,6.1315062,6.2746217,6.2822332,6.2565564,5.8930785,5.4460145,6.0010595,5.1417213,4.7953228,4.659324,6.0339174,6.1820981,6.5840008,5.8954208,5.5019437,4.6943794,4.2414901,4.2632196,4.259212,4.5141933,4.7649033,4.6357719,4.6420627,4.9120593,5.0189553
"Kuwait","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3927875,1.8921852,2.0389344,2.5249377,3.2791186,NA,NA,5.2936821,4.760788,3.5485281,3.313991,4.1270067,5.9542967,6.8305113,6.7548638,6.4341085,7.2362099,5.9762554,8.2366187,8.5398292,48.5172673,117.3498232,31.7860244,12.4402192,13.2592388,13.5815813,10.2926485,8.0864759,8.7965598,7.5902239,7.1501487,7.7006261,7.3991941,6.5439243,5.8044609,4.3430259,3.5426458,3.5903378,3.0060727,3.9718063,3.7561481,3.5014055,3.4137416,3.2715184,3.5856653,5.0075682,5.8935284,5.6074607,5.0999531,5.4841956,6.4960675,6.6906224
"Lebanon","Lebanon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65625,3.8887312,4.1634342,4.8429319,4.8443716,4.6440307,4.3362104,4.0007409,5.0903378,3.8152893,NA,NA,12.1249085,4.7322844,8.4896011,10.0717489,12.3571429,9.5833333,9.2864513,13.4556206,10.9687267,6.286976,5.2638396,1.1218466,1.1865782,NA,7.5519513,5.1548887,7.9839983,6.0112788,6.9977132,6.711928,5.6618524,4.3051546,4.0232523,4.7704393,5.3921003,5.4478962,4.7533009,4.6756911,4.5142451,4.4789317,4.5760378,4.6323984,4.0013145,4.020042,4.1265531,4.0586566,3.9893763,4.1653981,4.6781752,4.4868843,5.0626631,4.5051398,4.9527615,4.7079006,3.0326454,NA
"Oman","Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6522782,14.8615057,18.5950413,15.5277045,24.958575,23.0097252,18.7816857,20.9499419,15.6407473,14.9098813,15.7134256,16.6660292,17.1593699,16.8930417,15.5614661,15.8665776,13.2023149,13.6997984,12.5,12.3909415,11.0639103,12.1840929,11.5257307,11.7664526,10.9676477,9.4070783,9.3579112,9.4633248,8.6300868,8.0852671,9.3557435,9.2760283,9.1028867,9.00781,8.8121419,8.1218299,7.709506,5.6850144,6.9592977,6.4355759,7.3521652,12.0740662,11.1269749,10.1305575,10.930961,12.1195482,9.6357879,9.5429583,8.6376912,9.8470334,7.3443838
"Qatar","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8686809,12.2168018,19.2773868,13.9584834,12.7339251,24.8464149,NA,15.8895334,16.2723509,13.0775745,10.7438788,13.0112548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9299699,3.3339948,2.4338597,1.9930163,1.7505076,1.9598416,2.0105009,1.9922132,1.4739091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8068114
"Saudi Arabia","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9026977,5.9663054,7.6900894,11.3242315,11.5118314,8.0874549,9.5705157,9.4035274,8.6401941,10.0815516,10.8404476,NA,NA,NA,15.6488184,16.7365738,15.7688118,12.6133592,13.2652389,17.7202464,16.9729273,19.0043484,16.9952009,NA,16.8964142,15.1518819,13.3903166,14.0242926,12.469808,11.284158,12.4653723,10.6447817,9.2784684,8.4680778,11.0009354,14.3110375,11.381936,10.5344033,11.4190049,9.7580638,8.6871185,8.0815557,7.7305992,7.8483674,8.5270512,7.3534385,9.6171993,8.5656774,7.2300533,7.676603,8.9761277,10.6779101,13.3256723,9.8727385,10.2238485,9.4863557,8.2427994,9.2210752,6.5944759
"Syria","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5177467,9.5449173,13.4699854,NA,8.6429725,8.8779528,7.7471765,8.2139619,12.1648794,10.8261693,11.2205882,8.436291,10.7715648,15.0694656,12.6601452,15.9489246,14.7259858,14.5041276,14.7056099,15.9285678,17.2498537,14.5461179,15.5593999,14.6389052,17.6860184,16.5551217,14.4496813,11.2182097,7.8539294,7.9725408,6.8680868,10.4257873,8.9906628,7.2380998,7.3641427,6.9496913,6.0419161,5.8827553,5.8083811,5.8105805,5.4536564,5.4805505,5.4125012,6.2483243,5.5418387,5.0264199,4.3944468,4.1005437,3.5523398,4.0277078,4.0561417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkey","Turkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5315712,3.7645429,3.7110834,3.3873391,3.4224652,3.5544186,3.1439811,3.2595745,3.2755556,3.0793379,3.2564885,3.4997938,3.4455206,3.3494505,3.1930214,5.1194539,4.9430272,4.713623,4.1873064,3.3572586,3.9003133,3.8245319,4.2981513,3.9376052,3.5970938,3.5310432,3.6379925,3.3285853,2.9322086,3.1487265,3.5277057,3.7543642,3.8705665,3.9214173,4.0513593,3.9016497,4.1396969,4.1036722,3.1845009,3.8890174,3.6610947,3.6034571,3.7959269,3.2960472,2.6979837,2.4093705,2.3595223,2.2179293,2.1992739,2.4893117,2.2717142,2.0275066,2.0094478,1.9239593,1.8719666,1.8128483,2.0503246,2.0500658,2.5236954,2.6898734,2.432212,2.0638965
"United Arab Emirates","United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7590615,8.6297212,7.669538,8.3237222,5.6121055,4.8755318,4.6923063,4.6114776,3.6564707,3.2259745,3.2805214,3.6680226,5.4571078,6.0385922,5.4663145,5.0755565,6.0346863,5.6436514,NA,NA,NA,NA,NA,NA,NA
"Yemen, North","Yemen, North",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","Yemen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5511834,7.0112189,7.2770432,7.0639204,8.398759,6.3505785,5.2813459,5.8057526,6.0815687,5.1727224,4.9153924,5.4810147,6.895608,6.8545521,5.3013665,4.868317,4.3084668,4.8507235,4.4458295,5.6536485,4.685557,4.9264617,4.5738843,4.0795274,3.9668911,NA,NA,NA,NA,NA,NA,NA
